Frame,Visibility,X,Y,theta,l
000000,1,620.47,405.8,0,0
000001,1,620.87,406.4,0,0
000002,1,620.87,406.4,0,0
000003,1,620.87,406.4,0,0
000004,1,620.87,406.4,0,0
000005,1,620.87,406.4,0,0
000006,1,620.87,406.4,0,0
000007,1,620.87,406.4,0,0
000008,1,622.07,407.0,0,0
000009,1,622.07,407.0,0,0
000010,1,622.07,407.0,0,0
000011,1,622.07,407.0,0,0
000012,1,622.28,407.0,0,0
000013,1,622.28,407.0,0,0
000014,1,622.28,407.0,0,0
000015,1,622.28,407.0,0,0
000016,1,622.28,406.2,0,0
000017,1,622.28,406.2,0,0
000018,1,622.28,406.0,0,0
000019,1,622.28,406.0,0,0
000020,1,622.28,406.0,0,0
000021,1,622.28,406.0,0,0
000022,1,622.28,406.0,0,0
000023,1,622.28,406.0,0,0
000024,1,622.28,406.0,0,0
000025,1,622.28,406.0,0,0
000026,1,621.67,405.6,0,0
000027,1,622.28,406.0,0,0
000028,1,623.0,405.35,0,0
000029,1,623.08,405.39,0,0
000030,1,623.08,405.39,0,0
000031,1,624.08,404.59,0,0
000032,1,624.08,404.59,0,0
000033,1,624.08,404.59,0,0
000034,1,624.08,404.59,0,0
000035,1,624.08,404.59,0,0
000036,1,625.29,402.99,0,0
000037,1,625.29,402.99,0,0
000038,1,625.29,402.99,0,0
000039,1,625.29,402.99,0,0
000040,1,625.81,400.33,0,0
000041,1,626.09,397.97,0,0
000042,1,627.29,394.15,0,0
000043,1,627.7,389.13,0,0
000044,1,628.5,381.3,0,0
000045,1,616.25,330.1,0,0
000046,1,606.21,316.05,0,0
000047,1,598.99,307.01,0,0
000048,1,590.15,298.98,0,0
000049,1,581.62,295.265,-152.52916216281116,2.8289794979815555
000050,1,572.985,292.86,171.8889517786675,2.126270208604749
000051,1,563.05,292.16,0,0
000052,1,557.62,294.36,0,0
000053,1,547.38,299.99,0,0
000054,1,538.75,307.82,0,0
000055,1,531.92,318.66,0,0
000056,1,523.29,333.52,0,0
000057,0,0,0,0,0
000058,1,508.835,364.235,108.43494882292202,3.1780890484692073
000059,1,503.41,374.27,0,0
000060,1,531.92,373.87,0,0
000061,1,522.09,388.13,0,0
000062,1,530.8199999999999,381.70500000000004,-80.11010528514117,4.075564378095395
000063,0,0,0,0,0
000064,1,543.1700000000001,340.945,-75.1395739423905,3.1193308577321415
000065,0,0,0,0,0
000066,0,0,0,0,0
000067,0,0,0,0,0
000068,0,0,0,0,0
000069,0,0,0,0,0
000070,1,559.63,290.855,-72.9589955204158,1.3649267379606862
000071,1,563.55,291.855,-86.19855929549801,1.5083186002963629
000072,1,565.25,295.77,81.92679512417298,1.4241137595009778
000073,1,566.06,300.385,90.0,1.4050000000000011
000074,1,566.56,284.425,-87.51584063719814,2.307168177658496
000075,1,566.86,270.775,-90.0,1.9050000000000011
000076,1,567.06,260.235,-90.0,1.6049999999999898
000077,1,567.26,252.205,-90.0,1.4050000000000011
000078,1,566.66,245.575,-90.0,1.2049999999999983
000079,1,581.415,254.11,36.477375803564875,8.612202099347193
000080,1,620.065,286.635,47.33458632715193,12.151109002885264
000081,1,662.23,331.51,48.70091028167386,10.954715879474033
000082,1,704.49,379.49,52.24529579332147,12.951544309463651
000083,1,747.26,399.27,23.211710682760195,11.468304146646936
000084,1,794.7449999999999,422.26,27.65485823351746,9.522900030977969
000085,1,809.8,417.53999999999996,-133.60959873595604,2.9141379514360506
000086,1,775.97,380.5,-134.7012760148175,13.562492396311237
000087,1,740.33,344.255,-141.24416538970803,9.784299923857604
000088,1,706.2,317.15,-145.1139521457916,9.30157513542734
000089,1,675.88,299.08,-155.9335432123408,6.1550385863940775
000090,1,649.5799999999999,287.53499999999997,-164.7503657211154,4.58131258483856
000091,1,625.085,282.32000000000005,-174.57891303780423,4.2339372928752494
000092,1,603.2,281.31,175.618082156834,2.6176516192953887
000093,1,585.03,270.37,-129.09385888622947,5.566192594583831
000094,1,568.165,245.875,-122.61301323762892,4.647822070604674
000095,1,552.8050000000001,225.695,-134.99999999999923,2.269812767608793
000096,1,548.39,220.88,0,0
000097,1,545.78,222.49,0,0
000098,1,544.98,225.7,0,0
000099,1,543.17,233.53,0,0
000100,1,542.165,243.77,102.61257340899392,1.8547573965346607
000101,1,540.96,259.43,90.0,1.8100000000000023
000102,1,540.055,276.395,103.49058587451071,2.1647286204048655
000103,1,537.85,296.37,87.96186439499215,2.811778796420518
000104,1,537.345,319.865,96.39237368003658,3.6376159775325436
000105,1,534.435,345.15999999999997,88.23631771654784,3.411616185915404
000106,1,534.8399999999999,373.57,93.79724788043859,4.5299448120258425
000107,1,532.33,375.08,0,0
000108,1,532.53,375.48,0,0
000109,1,531.72,378.69,0,0
000110,1,530.72,385.12,0,0
000111,1,529.72,395.56,0,0
000112,1,530.52,408.71000000000004,80.94533816675161,2.541672677588536
000113,1,530.02,425.37,82.60040534011263,2.329399064136503
000114,1,529.615,446.05499999999995,85.30656586850333,3.7274991616363953
000115,1,533.535,423.46500000000003,-79.50474108803608,5.517304595542991
000116,1,539.755,371.765,-83.36938385336734,6.971631803243777
000117,1,543.065,332.01,-79.06618321424459,5.825755315836728
000118,1,547.285,307.215,-73.8465449462032,3.9718068935938997
000119,1,551.0999999999999,291.85,-74.41703962016814,2.605782032327355
000120,1,553.61,286.33,0,0
000121,1,557.325,247.18,-82.66443050497536,7.088012768047196
000122,1,562.24,215.56,-83.56526084896304,5.353727673313236
000123,1,565.155,193.575,-81.58823282998364,3.452137019296893
000124,1,570.07,192.57,0,0
000125,1,574.5899999999999,199.29500000000002,73.10711271568269,2.4089468653334696
000126,1,579.605,210.24,61.5647307271734,2.7406431726877547
000127,1,585.5350000000001,224.895,59.70654528152708,2.7853276288437034
000128,1,591.155,242.265,71.07743929415331,3.7158108132680767
000129,1,598.085,264.045,71.11568172836992,4.03202802569625
000130,1,603.705,288.24,71.58406736606214,4.76397155742977
000131,1,612.0350000000001,316.75,75.07252772543065,4.677865432010608
000132,1,619.465,349.88,71.86046014053176,6.4400640524765
000133,1,626.49,376.08,0,0
000134,1,634.52,376.48,0,0
000135,1,642.15,377.89,0,0
000136,1,650.7850000000001,385.015,46.54398678979743,2.6243189592730585
000137,1,660.125,394.855,45.0,2.1283914113715015
000138,1,653.7950000000001,384.615,-126.68888575006866,5.381026853677634
000139,1,620.1700000000001,348.975,-138.55795345528006,10.31181482572295
000140,1,587.54,322.075,-142.43406030796868,6.58548593499368
000141,1,557.3199999999999,304.905,-156.83655595447036,5.351394678025544
000142,1,532.3299999999999,298.78,-152.59551028920998,6.105120801425638
000143,1,506.32500000000005,254.21,-124.61874464976512,8.29940509916224
000144,1,484.945,222.49,-127.56593969203117,6.585485934993702
000145,1,463.86,198.89499999999998,-135.72174428755298,5.8942026602416675
000146,1,445.28999999999996,183.33499999999998,-147.86275101895836,4.145132687864181
000147,1,428.425,174.3,-165.59648092473552,3.2160884627136817
000148,1,413.47,170.28,0,0
000149,1,426.41499999999996,168.98,7.6653476882047356,3.748496365210993
000150,1,443.48,170.685,7.9232592833786875,2.9380478212581873
000151,1,460.245,176.60500000000002,23.783221034353375,3.7319230967425048
000152,1,478.41499999999996,186.85,30.54223321833665,4.54569301647174
000153,1,499.9,201.805,47.52186661801018,4.901461516731512
000154,1,521.885,221.385,42.77747584258537,5.470050273991997
