Frame,Visibility,X,Y,theta,l
000000,1,607.0,247.7,0,0
000001,1,607.64,247.66,0,0
000002,1,607.64,247.46,0,0
000003,1,607.84,246.96,0,0
000004,1,607.84,246.96,0,0
000005,1,607.84,246.96,0,0
000006,1,607.84,246.96,0,0
000007,1,608.34,247.56,0,0
000008,1,608.34,248.26,0,0
000009,1,607.84,249.16,0,0
000010,1,608.14,249.06,0,0
000011,1,608.14,249.26,0,0
000012,1,607.84,250.06,0,0
000013,1,611.24,250.76,0,0
000014,1,611.54,250.46,0,0
000015,1,611.44,250.46,0,0
000016,1,611.44,250.86,0,0
000017,1,612.64,250.76,0,0
000018,1,612.54,250.86,0,0
000019,1,612.24,251.46,0,0
000020,1,612.14,250.26,0,0
000021,1,612.44,249.76,0,0
000022,1,612.64,249.06,0,0
000023,1,612.84,247.96,0,0
000024,1,612.64,246.56,0,0
000025,1,612.94,241.96,0,0
000026,1,612.44,238.26,0,0
000027,1,609.74,232.76,0,0
000028,1,608.54,223.06,0,0
000029,1,607.49,207.46,-87.39743779750255,1.1011357772772543
000030,1,610.74,187.41000000000003,-85.7636052009418,4.061095911204259
000031,1,615.25,169.7,-74.6667152069461,3.2144206320891002
000032,1,619.34,152.21,-49.398705354995535,2.3048861143232218
000033,1,623.84,137.26,-72.75854060106039,3.0364452901377805
000034,1,631.04,126.91,-67.28558764683198,2.330772404161345
000035,1,633.79,116.41,-69.10223450116094,2.943637205907009
000036,1,638.69,106.11,-55.885527054658404,1.8721645226849095
000037,1,643.75,100.65,-49.573921259901454,1.7734147850968063
000038,1,649.6400000000001,97.16,-31.60750224624859,1.526433752247383
000039,1,644.24,97.11,-22.932100437590396,1.4115594213492675
000040,1,649.64,95.46000000000001,-16.189206257026804,3.228002478313816
000041,1,662.69,99.46000000000001,47.12109639666164,2.8657459761814135
000042,1,667.74,104.11,48.366460663428605,1.8062391868188703
000043,1,672.84,111.66,52.6960517220162,2.640075756488832
000044,1,678.34,122.46000000000001,51.709836807756915,2.4207436873820396
000045,1,681.8,133.89999999999998,77.73522627210758,2.353720459187961
000046,1,686.04,147.81,74.64986350757589,2.6443335644354784
000047,1,691.19,164.26,63.43494882292153,3.6895121628746654
000048,1,696.8499999999999,184.45,73.21735585472945,3.290136775272409
000049,1,700.3399999999999,200.41,73.20162821869452,2.7681221071332907
000050,1,704.5,225.25,69.82934658814999,2.610076627227619
000051,0,0,0,0,0
000052,0,0,0,0,0
000053,1,676.44,227.31,-178.97696981133194,2.8004463929881007
000054,1,664.99,223.61,-127.8749836510988,3.990613987847004
000055,1,654.0999999999999,207.2,-128.45370921670593,4.341658669218468
000056,1,643.49,192.61,-133.31531568210332,2.4052026941611233
000057,1,633.39,181.56,-124.77783136636371,2.191460700081122
000058,1,622.5,171.95,-134.0608090542645,2.156965461012297
000059,1,612.94,166.01,-159.1932089872887,2.674415824063267
000060,1,603.54,162.16000000000003,-164.57783868126154,3.0083217912982967
000061,1,594.24,160.26,0,0
000062,1,585.1400000000001,159.76,142.59464336859133,2.140093455903259
000063,1,576.49,162.70999999999998,166.2637316943775,2.316246964380093
000064,1,569.39,155.26,-137.41950921665665,2.512468905280241
000065,1,559.99,145.26,-129.20720350496714,2.4520399670478104
000066,1,551.3900000000001,137.51,-137.04540848888684,1.9811612756158925
000067,1,543.14,131.86,-138.81407483429095,2.1260291625469416
000068,1,535.34,128.71,-128.6598082540909,0.9604686356149471
000069,1,543.69,124.00999999999999,76.32869286780452,1.9039432764659758
000070,1,545.19,128.31,54.46232220802562,2.1505813167606567
000071,1,545.79,131.66,81.70285503016395,2.4253865671269814
000072,1,550.34,136.46,47.726310993906125,1.4866068747318464
000073,1,553.64,141.41,54.78240703180609,1.0404326023342492
000074,1,558.5899999999999,149.91,41.820169880135914,1.274754878398184
000075,1,564.04,157.31,58.17255342332572,1.7066048165876095
000076,1,570.24,170.61,58.39249775375017,2.2896506283710885
000077,1,576.15,183.85000000000002,65.40988283380365,3.244225639501679
000078,1,587.29,204.01,47.602562202499286,1.557241150239745
000079,1,590.94,201.21,12.339087278326256,1.6378339354158855
000080,1,593.79,197.61,19.798876354525046,1.3285330255586432
000081,1,597.54,198.51,27.97947438848089,1.8117670931993177
000082,1,602.69,199.26,43.26429541107266,1.1672617529928484
000083,1,607.09,202.81,51.00900595749408,1.3509256086106527
000084,1,610.89,207.76,57.99461679191656,1.4150971698084929
000085,1,613.6,215.55,70.82099197419015,1.2175795661885764
000086,1,619.19,225.01,36.674349669573566,2.930017064796695
000087,1,624.34,234.51,72.03086025984243,1.9448650338776876
000088,0,0,0,0,0
000089,1,644.04,192.56,-63.43494882292187,5.142956348249516
000090,1,652.4000000000001,171.65,-75.74996730219624,3.250000000000008
000091,1,662.6400000000001,155.70999999999998,-42.97863505964409,3.0070749907509686
000092,1,670.19,146.31,-71.56505117707985,1.1067971810589328
000093,1,680.34,141.46,-30.96375653207368,1.749285568453593
000094,1,685.19,139.16,-3.27048792318338,1.75285481429581
000095,1,691.99,138.66,-43.99491399474504,2.015564437074674
000096,1,698.49,142.66000000000003,-6.911227119024873,1.6620770138594438
000097,1,703.54,149.91000000000003,58.17255342332598,1.7066048165876215
000098,1,707.74,157.66000000000003,83.29016319224158,1.711724276862377
000099,1,713.49,167.81,51.91122711902372,2.350531854708655
000100,1,717.25,165.95,-88.87669728592559,2.550490148971366
000101,1,721.49,147.36,-79.17698877379325,3.461574786134183
000102,1,726.5,129.15,-85.03025927189044,3.4630189141845507
000103,1,725.24,127.06,-55.61965527615615,2.3021728866442466
000104,1,734.79,110.06,-85.79464299829141,3.4091787867461556
000105,1,739.34,104.21000000000001,-67.28558764683326,2.3307724041613227
000106,1,743.8399999999999,99.36,-12.994616791916275,1.3341664064126437
000107,1,747.94,96.41,-34.50852298766789,0.9708243919473877
000108,1,754.8,97.55,43.87669728592432,1.8034688796871516
000109,1,578.8,386.69,0,0
000110,1,574.87,391.53,0,0
000111,1,568.92,396.76,0,0
000112,1,563.97,400.72,0,0
000113,1,561.29,395.63,0,0
000114,1,564.26,384.03,0,0
000115,1,573.73,361.96,0,0
000116,1,585.31,320.2,0,0
000117,1,585.33,262.37,0,0
000118,1,581.34,206.04,0,0
000119,1,577.81,153.84,0,0
000120,1,574.98,104.47,0,0
000121,1,571.87,58.21,0,0
000122,1,571.3,17.89,0,0
000123,0,0,0,0,0
000124,0,0,0,0,0
000125,0,0,0,0,0
000126,0,0,0,0,0
000127,0,0,0,0,0
000128,0,0,0,0,0
000129,0,0,0,0,0
000130,0,0,0,0,0
000131,0,0,0,0,0
000132,0,0,0,0,0
000133,0,0,0,0,0
000134,0,0,0,0,0
000135,0,0,0,0,0
000136,0,0,0,0,0
000137,0,0,0,0,0
000138,0,0,0,0,0
000139,0,0,0,0,0
000140,0,0,0,0,0
000141,0,0,0,0,0
000142,0,0,0,0,0
000143,0,0,0,0,0
000144,0,0,0,0,0
000145,0,0,0,0,0
000146,0,0,0,0,0
000147,0,0,0,0,0
000148,0,0,0,0,0
000149,1,590.71,30.1,0,0
000150,1,590.18,67.48,0,0
000151,1,589.01,105.03,0,0
000152,1,587.82,144.59,0,0
000153,1,584.8,184.36,0,0
000154,1,582.25,225.78,0,0
000155,1,580.52,267.32,0,0
000156,1,575.8,311.51,0,0
000157,1,573.39,355.76,0,0
000158,0,0,0,0,0
000159,1,567.49,394.01,0,0
000160,1,568.5,373.98,0,0
000161,1,571.39,344.61,0,0
000162,1,573.26,323.9,0,0
000163,1,577.5,305.4,0,0
000164,1,581.75,290.8,0,0
000165,1,587.14,279.71,0,0
000166,1,592.1,273.31,0,0
000167,1,595.84,268.56,0,0
000168,1,602.8,267.2,0,0
000169,1,607.55,268.9,0,0
000170,1,615.02,256.0,0,0
000171,1,622.83,239.53,0,0
000172,1,630.13,226.8,0,0
000173,1,637.77,215.09,0,0
000174,1,646.59,207.11,0,0
000175,1,653.55,202.01,0,0
000176,1,657.63,205.41,0,0
000177,1,653.21,221.2,0,0
000178,1,649.65,243.27,0,0
000179,1,646.25,269.41,0,0
000180,1,640.48,299.79,0,0
000181,0,0,0,0,0
000182,0,0,0,0,0
000183,0,0,0,0,0
000184,1,620.28,391.46,0,0
000185,1,614.17,408.61,0,0
000186,0,0,0,0,0
000187,1,627.24,389.43,0,0
000188,1,646.93,356.15,0,0
000189,1,665.27,332.56,0,0
000190,1,685.3,313.88,0,0
000191,1,702.61,302.68,0,0
000192,1,718.71,295.67,0,0
000193,1,735.38,288.42,0,0
000194,1,747.43,260.07,0,0
000195,1,761.15,237.44,0,0
000196,1,773.23,219.5,0,0
000197,1,786.13,205.41,0,0
000198,1,798.32,194.16,0,0
000199,1,808.03,188.09,0,0
000200,1,778.83,199.98,0,0
000201,1,747.09,217.29,0,0
000202,1,716.02,239.87,0,0
000203,1,683.74,267.49,0,0
000204,1,653.21,300.64,0,0
000205,1,623.13,338.11,0,0
000206,1,590.23,381.11,0,0
000207,1,558.29,397.52,0,0
000208,0,0,0,0,0
000209,0,0,0,0,0
000210,1,532.69,355.99,0,0
000211,1,537.61,338.67,0,0
000212,1,541.14,326.23,0,0
000213,1,548.98,320.34,0,0
000214,1,559.34,318.64,0,0
000215,1,569.35,319.15,0,0
000216,1,579.37,321.18,0,0
000217,1,590.06,326.79,0,0
000218,1,600.25,333.24,0,0
000219,1,610.94,342.91,0,0
000220,1,622.83,354.8,0,0
000221,1,633.66,368.5,0,0
000222,1,645.57,385.52,0,0
000223,1,657.29,404.03,0,0
000224,1,669.0,425.42,0,0
000225,1,680.68,447.26,0,0
000226,1,693.28,472.44,0,0
000227,1,705.67,500.79,0,0
000228,1,717.69,530.28,0,0
000229,1,729.6,560.54,0,0
000230,1,740.64,577.52,0,0
000231,1,749.81,560.54,0,0
000232,1,758.8,545.94,0,0
000233,1,766.44,535.08,0,0
000234,1,774.93,526.25,0,0
000235,1,782.57,521.67,0,0
000236,1,792.75,517.42,0,0
000237,1,798.7,516.92,0,0
000238,1,806.0,518.78,0,0
000239,1,814.62,522.3,0,0
000240,1,823.31,531.51,0,0
000241,1,858.59,599.03,0,0
000242,1,624.77,396.03,0,0
000243,1,624.58,396.78,0,0
000244,1,622.88,396.21,0,0
000245,1,622.74,396.21,0,0
000246,1,622.45,396.21,0,0
000247,1,620.9,396.78,0,0
000248,1,621.32,395.5,0,0
000249,1,621.04,391.97,0,0
000250,1,622.17,381.215,-93.76933348814978,2.1296067712138775
000251,1,621.96,362.47,-102.44510319673161,2.969781136716983
000252,1,616.5699999999999,340.71500000000003,-110.50979419676516,3.624765509657165
000253,1,611.2750000000001,319.605,-95.62512617465228,4.335879380241105
000254,1,605.605,298.695,-118.46844002700212,3.7027354752938972
000255,1,599.96,281.69,-120.37912601136837,3.361547262794297
000256,1,593.88,267.545,-121.35105874136852,1.9028202752756282
000257,1,587.2850000000001,255.055,-124.54991739233488,2.4950450897729457
000258,1,575.985,239.325,-142.60896731317143,1.8690773124726683
000259,1,575.49,239.68,-146.88865803962838,2.1967248348393853
000260,1,569.265,235.07999999999998,-155.02001914371826,2.344296269672413
000261,1,563.395,233.03,-150.48346334404297,1.8673577589738868
000262,1,557.73,235.01,-173.72566544291828,1.9215098230297643
000263,1,546.485,243.71,129.25939336104756,2.0147518457616433
000264,1,539.765,252.195,136.53043918201524,1.8532808745573586
000265,1,540.3299999999999,251.985,131.02846868338062,2.9096606331323467
000266,1,528.735,277.095,122.55851116586264,3.019544667660993
000267,1,524.775,284.24,123.26878262181158,2.451841144935805
000268,1,519.5350000000001,300.935,117.21858685775521,2.9406206827810975
