Frame,Visibility,X,Y,theta,l
000000,1,916.5450000000001,223.785,83.12779130636595,4.6383240507752275
000001,1,916.05,223.965,81.51105611949511,3.7258187019767925
000002,1,915.66,200.23000000000002,-92.23843489684313,3.0723443817384872
000003,1,914.575,178.345,-95.21993904830791,2.0334330576638178
000004,1,916.4,148.65,0,0
000005,1,915.01,140.71,0,0
000006,1,915.25,140.59,0,0
000007,1,915.74,146.85,0,0
000008,1,913.53,175.58,0,0
000009,1,915.17,199.98,0,0
000010,1,914.4549999999999,225.625,88.85599669809294,3.2556489368480706
000011,1,915.165,256.96500000000003,87.21421992246285,5.040957250364257
000012,1,914.55,292.82,90.0,3.069999999999993
000013,1,915.415,380.13,87.66948113202102,6.024983402466748
000014,1,915.655,430.16999999999996,82.5918966786751,4.769813937670936
000015,0,0,0,0,0
000016,0,0,0,0,0
000017,0,0,0,0,0
000018,0,0,0,0,0
000019,0,0,0,0,0
000020,1,699.45,499.56,43.02506598911814,4.103656905736646
000021,1,673.0,480.86,31.39026810418757,3.4557922391255396
000022,1,650.6,467.41,-135.0,1.7677669529663689
000023,1,610.8499999999999,450.86,-166.37300514010832,3.3955853692699427
000024,1,594.4,449.31,-175.46222749209332,3.1599050618649698
000025,1,578.75,451.11,167.70473357700186,3.991553582253383
000026,1,567.4000000000001,456.31,156.44773632710468,2.1272047386182633
000027,1,554.95,463.2,151.92751306414726,2.5499999999999945
000028,1,535.95,484.26,141.34019174591003,2.561249694973136
000029,1,529.3,494.86,164.05460409907732,2.5480384612481672
000030,1,523.05,485.55,-122.66091272167397,2.3162469643800843
000031,1,519.8,469.66,-127.77568430595488,2.530316185776006
000032,1,516.85,458.56,-113.498565675952,2.507987240796901
000033,1,513.0,441.65,-124.438989308804,2.121909517392304
000034,1,511.75,437.76,0,0
000035,1,511.75,437.76,0,0
000036,1,511.75,437.76,0,0
000037,1,509.85,445.66,0,0
000038,1,561.95,443.06,-2.3373058591236706,4.904079934095725
000039,1,598.4,450.5,20.32313682966302,5.758472019555167
000040,1,634.5,466.11,27.60667785308772,6.1502032486740195
000041,1,678.3,484.2,0.0,4.699999999999989
000042,1,716.55,488.06,25.407718108948206,4.4283179650968965
000043,1,809.85,517.2,25.245973561569787,6.7994485070481945
000044,1,862.75,545.45,29.94878000740898,8.713495280310825
000045,1,916.3,584.2,36.32682595212019,8.440379138403687
000046,1,977.2,632.75,39.36245711553996,8.277831841732498
000047,1,1013.6,669.81,49.48460600954436,3.6173194495371996
000048,1,1039.1,727.6500000000001,68.86576011963217,6.379067329947237
